#Catalogue Version: 2.6.3
#;PSRJ;RAJ;DECJ;Gl;Gb;P0;F0;DM;BINARY;ASSOC;
;;(hms);(dms);(deg);(deg);(s);(Hz);(cm^-3pc);(type);;
2666;J1842-0415;18:42:11.2;-04:15:38.2;28.086;0.111;0.526682;1.898678;183.78;*;*;
2667;J1842-0444_P;18:42:53;-04:44;27.745;-0.259;0.424175;2.357518;725.90;*;*;
2668;J1842-0454_P;18:42:52;-04:54;27.595;-0.332;0.301000;3.322259;378.40;*;*;
2669;J1842-06;18:42:48;-06:21;26.298;-0.980;0.360777;2.771798;539.00;*;*;
2670;J1842-0612;18:42:43.0;-06:12:36;26.413;-0.898;0.564475;1.771556;485.00;*;*;
2671;J1842-0800;18:42:54.9;-08:00:53.5;24.829;-1.766;1.255469;0.796515;188.60;*;*;
2672;J1842-0905;18:42:22.1;-09:05:28.7;23.809;-2.137;0.344650;2.901497;343.40;*;*;
2673;J1842-27;18:42:02;-27:58:19;6.745;-10.465;0.815269;1.226589;62.00;*;*;
2674;J1842-39;18:42;-39;356.427;-14.980;0.374000;2.673797;47.60;*;*;
2675;J1843+0119;18:43:23.9;+01:19:27.1;33.195;2.392;1.266998;0.789267;250.10;*;*;
2676;J1843+0333_P;18:43:44;+03:33;35.217;3.330;0.823249;1.214699;294.40;*;*;
2677;J1843+0526_P;18:43:43;+05:26;36.898;4.187;2.034966;0.491409;250.50;*;*;
2678;J1843+2024;18:43:26.1;+20:24:54.6;50.444;10.846;3.406539;0.293553;85.30;*;*;
2679;J1843-0000;18:43:27.9;-00:00:40.4;32.013;1.768;0.880336;1.135931;101.50;*;*;
2680;J1843-0038_P;18:43:54;-00:38;31.509;1.388;0.585581;1.707706;607.50;*;*;
2681;J1843-0050;18:43:36.7;-00:50:10;31.295;1.360;0.782598;1.277794;511.80;*;*;
2682;J1843-0051_P;18:43:32;-00:50;31.289;1.378;0.579540;1.725506;575.10;*;*;
2683;J1843-0127_P;18:43:31;-01:28;30.723;1.093;2.164890;0.461917;450.80;*;*;
2684;J1843-0137;18:43:12.6;-01:37:46.3;30.543;1.087;0.669872;1.492822;484.80;*;*;
2685;J1843-0157_P;18:43:36;-01:57;30.303;0.854;0.508860;1.965177;751.00;*;*;
2686;J1843-0207_P;18:43:49;-02:07;30.179;0.729;0.457305;2.186724;455.70;*;*;
2687;J1843-0211;18:43:30.3;-02:11:02.3;30.084;0.768;2.027533;0.493210;441.70;*;*;
2688;J1843-0236_P;18:43:20;-02:36;29.694;0.616;0.946086;1.056986;242.00;*;*;
2689;J1843-0310_P;18:43:11;-03:10;29.173;0.390;0.285151;3.506914;1290.00;*;*;
2690;J1843-0355;18:43:06.6;-03:55:56.6;28.484;0.056;0.132314;7.557781;797.70;*;*;
2691;J1843-0408;18:43:43.4;-04:08:04;28.374;-0.172;0.781934;1.278881;246.00;*;*;
2692;J1843-0454_P;18:43:16;-04:54;27.641;-0.421;0.314005;3.184663;547.70;*;*;
2693;J1843-0459;18:43:27.6;-04:59:30.7;27.581;-0.505;0.754964;1.324567;444.83;*;*;
2694;J1843-0510;18:43:09.7;-05:10:04.5;27.391;-0.520;0.671614;1.488951;257.00;*;*;
2695;J1843-0702;18:43:22.4;-07:02:54.6;25.741;-1.426;0.191615;5.218810;228.60;*;*;
2696;J1843-0744;18:43:05.4;-07:44:30.1;25.092;-1.680;0.475393;2.103525;321.00;*;*;
2697;J1843-0757;18:43:16;-08:00;24.882;-1.836;2.031962;0.492135;256.00;*;*;
2698;J1843-0806;18:43:28.8;-08:06:41.5;24.807;-1.934;0.536424;1.864198;217.50;*;*;
2699;J1843-1113;18:43:41.2;-11:13:31.1;22.055;-3.397;0.001846;541.809745;59.96;*;GRS:4FGL_J1843.7-1114[aab+22];
2700;J1843-1448;18:43:01.3;-14:48:12.6;18.782;-4.871;0.005471;182.770888;114.54;*;*;
2701;J1843-1507;18:43:33.6;-15:07:03.0;18.559;-5.129;0.583550;1.713648;215.50;*;*;
2702;J1843-40;18:43:03;-40:33:51;355.011;-15.771;0.324187;3.084639;66.00;*;*;
2703;J1844+00;18:44:11;+00:35;32.624;1.880;0.460503;2.171539;345.50;*;*;
2704;J1844+0028;18:44:37;+00:28;32.570;1.730;0.003570;280.112045;181.10;*;*;
2705;J1844+0115;18:44:40.5;+01:15:34.9;33.283;2.079;0.004186;238.917573;148.20;ELL1;*;
2706;J1844+0144_P;18:44:55;+01:44;33.732;2.241;1.505602;0.664186;373.00;*;*;
2707;J1844+0315_P;18:44:32;+03:15;35.041;3.016;0.318912;3.135661;23.00;*;*;
2708;J1844+0455_P;18:44:56;+04:55;36.574;3.683;0.004700;212.765957;241.40;*;*;
2709;J1844+1454;18:44:54.9;+14:54:14.7;45.557;8.149;0.375465;2.663364;41.49;*;*;
2710;J1844+21;18:44;+21:51;51.826;11.333;0.595900;1.678134;28.00;*;*;
2711;J1844+41;18:44:45;+41:17;70.472;18.685;0.915700;1.092061;50.00;*;*;
2712;J1844-0030;18:44:41.0;-00:30:26.9;31.710;1.271;0.641101;1.559816;605.00;*;*;
2713;J1844-0127_P;18:44:20;-01:28;30.816;0.911;0.029143;34.313557;368.20;*;*;
2714;J1844-0134_P;18:44:18;-01:34;30.724;0.873;2.697202;0.370755;357.70;*;*;
2715;J1844-0136_P;18:44:20;-01:36;30.698;0.850;0.417240;2.396702;901.00;*;*;
2716;J1844-0142_P;18:43:30;-01:47;30.440;0.952;999.999900;0.001000;531.00;*;*;
2717;J1844-02;18:44:48;-2:40;29.802;0.260;0.581535;1.719586;336.00;*;*;
2718;J1844-0202_P;18:44:00;-02:02;30.274;0.727;0.761445;1.313292;628.00;*;*;
2719;J1844-0223_P;18:44:54;-02:23;30.066;0.367;0.924988;1.081095;305.60;*;*;
2720;J1844-0244;18:44:44.9;-02:44:40.9;29.727;0.235;0.507722;1.969581;424.50;*;*;
2721;J1844-0256;18:44:53;-02:56;29.574;0.119;0.272963;3.663500;824.80;*;*;
2722;J1844-03;18:44:57;-03:00:00;29.523;0.074;6.971300;0.143445;*;*;XRS:AX_J1845-0258,XRS:CXOU_J184454.6-025;
2723;J1844-0302;18:44:06.9;-03:02:11.2;29.395;0.243;1.198630;0.834286;543.80;*;*;
2724;J1844-0310;18:44:45.4;-03:10:37.1;29.343;0.036;0.525049;1.904584;836.10;*;*;
2725;J1844-0346;18:44:32.8;-03:46:30.6;28.787;-0.191;0.112855;8.860955;*;*;GRS:4FGL_J1844.4-0345[aab+22],XRS:1SXPS_;
2726;J1844-0433;18:44:33.4;-04:33:12.4;28.096;-0.548;0.991030;1.009051;123.16;*;*;
2727;J1844-0452;18:44:01.5;-04:52:20.9;27.752;-0.576;0.269443;3.711356;626.00;*;*;
2728;J1844-0502;18:44:33.9;-05:02:00.5;27.670;-0.769;0.335163;2.983627;318.00;*;*;
2729;J1844-0538;18:44:05.1;-05:38:34.1;27.073;-0.941;0.255704;3.910769;411.71;*;*;
2730;J1844-09;18:44:12;-9:10;23.948;-2.573;0.634445;1.576180;415.00;*;*;
2731;J1845+0104_P;18:45:50;+01:04;33.243;1.733;0.006710;149.031297;94.90;*;*;
2732;J1845+0201_P;18:45:03;+02:01;34.000;2.340;0.004309;232.072407;56.60;*;*;
2733;J1845+0315_P;18:45:22;+03:17;35.165;2.846;0.001851;540.248514;77.30;*;*;
2734;J1845+0326_P;18:45:42;+03:26;35.337;2.840;0.967995;1.033063;144.40;*;*;
2735;J1845+0417_P;18:45:33;+04:17;36.078;3.259;1.696920;0.589303;163.60;*;*;
2736;J1845+0623;18:45:08.5;+06:23:58.0;37.923;4.308;1.421654;0.703406;115.83;*;*;
2737;J1845+21;18:45;+21:51;51.925;11.123;3.755600;0.266269;50.00;*;*;
2738;J1845-0008_P;18:45:08;-00:08;32.094;1.342;1.267700;0.788830;151.10;*;*;
2739;J1845-0028_P;18:45:40;-00:27;31.873;1.079;0.084492;11.835496;300.60;*;*;
2740;J1845-0103_P;18:45:31;-01:03;31.322;0.838;0.099062;10.094678;750.10;*;*;
2741;J1845-0118_P;18:45:08;-01:18;31.056;0.810;1.718730;0.581825;573.50;*;*;
2742;J1845-0142_P;18:45:25;-01:42;30.732;0.564;0.126196;7.924181;564.00;*;*;
2743;J1845-0144_P;18:45:42;-01:44;30.735;0.486;0.593960;1.683615;937.70;*;*;
2744;J1845-0229A_;18:45:22;-02:29;30.030;0.217;0.657720;1.520404;832.00;*;*;
2745;J1845-0229B_;18:45:57;-02:29;30.096;0.088;0.463051;2.159589;846.00;*;*;
2746;J1845-0243_P;18:45:32;-02:43;29.841;0.074;0.345265;2.896326;747.00;*;*;
2747;J1845-0254_P;18:45:32;-02:54;29.678;-0.010;0.492655;2.029818;735.00;*;*;
2748;J1845-0316;18:45:52.9;-03:16:05;29.390;-0.255;0.207636;4.816127;500.00;*;*;
2749;J1845-0434;18:45:34.7;-04:34:29.8;28.193;-0.785;0.486760;2.054399;230.80;*;*;
2750;J1845-0545;18:45:38.4;-05:45:25.1;27.148;-1.338;1.092356;0.915452;315.90;*;*;
2751;J1845-0635;18:45:07.4;-06:35:24.1;26.348;-1.603;0.340529;2.936604;414.00;*;*;
2752;J1845-0743;18:45:57.1;-07:43:38.6;25.428;-2.304;0.104695;9.551575;281.04;*;*;
2753;J1845-0826;18:45:05.6;-08:26:39.7;24.693;-2.441;0.634354;1.576406;228.20;*;*;
2754;J1845-1114;18:45:45.7;-11:14:10.7;22.276;-3.855;0.206221;4.849165;210.24;*;*;
2755;J1845-1351;18:45:11.5;-13:51:54.5;19.860;-4.918;2.618918;0.381837;197.40;*;*;
2756;J1846+0014_P;18:46:24;+00:14;32.565;1.227;0.006660;150.150150;230.00;*;*;
2757;J1846+0051;18:46:43.8;+00:51:40.4;33.162;1.440;0.434380;2.302134;140.00;*;*;
2758;J1846+0153_P;18:46:34;+01:53;34.054;1.942;2.052520;0.487206;322.70;*;*;
2759;J1846+0336_P;18:46:05;+03:36;35.529;2.831;1.512727;0.661058;296.00;*;*;
2760;J1846+0507_P;18:46:50;+05:07;36.967;3.352;0.003073;325.414904;101.60;*;*;
2761;J1846+0657_P;18:46:13;+06:57;38.536;4.318;2.244052;0.445622;224.20;*;*;
2762;J1846+0919;18:46:26.0;+09:19:46;40.693;5.342;0.225552;4.433565;*;*;GRS:4FGL_J1846.3+0919[aab+22];
2763;J1846-0200_P;18:46:36;-02:00;30.601;0.164;0.668386;1.496141;97.70;*;*;
2764;J1846-0211_P;18:46:12;-02:11;30.392;0.169;0.788172;1.268759;838.00;*;*;
2765;J1846-0252_P;18:46:26;-02:53;29.796;-0.202;2.209439;0.452604;992.00;*;*;
2766;J1846-0257;18:46:15.4;-02:57:36.0;29.707;-0.198;4.476723;0.223378;237.00;*;*;
2767;J1846-0258;18:46:24.9;-02:58:30.1;29.712;-0.240;0.326571;3.062119;*;*;SNR:Kes75,XRS:[hcg03],PWN:[hcg03],GRS:[k;
2768;J1846-05;18:46:12;-5:29;27.455;-1.337;1.444985;0.692049;474.00;*;*;
2769;J1846-0500;18:46:26.9;-05:00:19.5;27.909;-1.174;0.476636;2.098037;405.39;*;*;
2770;J1846-0513;18:46:09.0;-05:13:20.6;27.682;-1.207;0.023370;42.790745;310.73;DD;*;
2771;J1846-0749;18:46:19.7;-07:49:21.4;25.386;-2.431;0.350110;2.856249;389.13;*;*;
2772;J1846-07492;18:46:07.9;-07:49:13.2;25.366;-2.386;0.861380;1.160928;190.80;*;*;
2773;J1846-4249;18:46;-42:49;353.047;-17.123;2.273000;0.439947;62.00;*;*;
2774;J1846-7403;18:46:13.7;-74:03:04;320.674;-25.650;4.878839;0.204967;97.00;*;*;
2775;J1847+01;18:47:05;+01:13;33.519;1.524;0.003463;288.761036;20.10;*;*;
2776;J1847+0110_P;18:47:23;+01:10;33.508;1.434;0.006530;153.139357;183.40;*;*;
2777;J1847+0133_P;18:47:00;+01:33;33.806;1.694;2.846910;0.351258;193.80;*;*;
2778;J1847+0148_P;18:47:09;+01:48;34.046;1.774;0.602460;1.659861;314.70;*;*;
2779;J1847+0342_P;18:47:30;+03:42;35.779;2.561;0.004289;233.154581;81.10;*;*;
2780;J1847+0614_P;18:47:33;+06:14;38.045;3.699;1.663020;0.601316;270.50;*;*;
2781;J1847-0045_P;18:47:46;-00:45;31.846;0.475;*;*;337.00;*;*;
2782;J1847-0046_P;18:47:47;-00:46;31.833;0.463;*;*;337.00;*;*;
2783;J1847-0048_P;18:47:47;-00:48;31.803;0.448;0.582470;1.716827;667.00;*;*;
2784;J1847-0052_P;18:47:11;-00:52;31.676;0.551;0.332530;3.007247;626.50;*;*;
2785;J1847-0130;18:47:35.2;-01:30:46;31.147;0.167;6.707046;0.149097;674.80;*;*;
2786;J1847-0308_P;18:47:02;-03:08;29.641;-0.450;29.769270;0.033592;150.30;*;*;
2787;J1847-0402;18:47:22.8;-04:02:15.3;28.876;-0.939;0.597817;1.672753;141.23;*;*;
2788;J1847-0427;18:47:18.8;-04:27:59;28.487;-1.120;0.259247;3.857331;188.30;*;*;
2789;J1847-0438;18:47:37.8;-04:38:14.0;28.371;-1.268;0.957999;1.043843;234.95;*;*;
2790;J1847-0443;18:47:51.8;-04:43:36.2;28.318;-1.361;0.340832;2.933996;455.00;*;*;
2791;J1847-05;18:47:42;-05:41;27.447;-1.760;2.618070;0.381961;170.00;*;*;
2792;J1847-0605;18:47:21.0;-06:05:13.3;27.048;-1.867;0.778167;1.285070;206.48;*;*;
2793;J1848+0127_P;18:48:19;+01:27;33.867;1.355;0.534020;1.872589;77.00;*;*;
2794;J1848+0150;18:48:43;+01:50;34.254;1.441;3.290150;0.303938;500.80;*;*;
2795;J1848+0351;18:48:42.2;+03:51:35.7;36.058;2.366;0.191443;5.223496;336.60;*;*;
2796;J1848+0604;18:48:54.6;+06:04:46.1;38.061;3.328;2.218605;0.450734;240.37;*;*;
2797;J1848+0647;18:48:56.0;+06:47:31.7;38.701;3.646;0.505957;1.976454;27.90;*;*;
2798;J1848+0826;18:48:43.7;+08:26:35.9;40.154;4.437;0.328665;3.042614;90.30;*;*;
2799;J1848+12;18:48:30;+12:50;44.072;6.454;0.754730;1.324977;128.50;*;*;
2800;J1848+1245_P;18:48:07;+12:45;43.955;6.501;0.248230;4.028522;100.00;*;*;
2801;J1848+1516;18:48:56.1;+15:16:44.1;46.328;7.443;2.233770;0.447674;73.40;*;*;
2802;J1848+26;18:48:15;+26:29;56.542;12.382;0.629000;1.589825;64.00;*;*;
2803;J1848-0023;18:48:37.9;-00:23:15.5;32.267;0.447;0.537625;1.860034;34.92;*;*;
2804;J1848-0044_P;18:48:51;-00:44;31.984;0.241;0.005550;180.180180;227.70;*;*;
2805;J1848-0055;18:48:45.5;-00:55:53;31.798;0.171;0.274557;3.642235;1162.80;*;*;
2806;J1848-0123;18:48:23.5;-01:23:57.7;31.339;0.039;0.659436;1.516447;159.95;*;*;
2807;J1848-0129A;*;*;96.337;-60.189;*;*;*;*;GC:GLIMPSE-C01[mmr+24];
2808;J1848-0511;18:48:15.0;-05:11:38;27.945;-1.659;1.637129;0.610825;418.00;*;*;
2809;J1848-0601;18:48:20.3;-06:01:07.7;27.221;-2.054;0.225004;4.444356;496.60;*;*;
2810;J1848-1150;18:48:11.8;-11:50:09.2;22.009;-4.658;1.312218;0.762068;163.40;*;*;
2811;J1848-1243;18:48:18.0;-12:43:30;21.224;-5.081;0.414383;2.413224;91.96;*;*;
2812;J1848-1414;18:48:39.1;-14:14:17;19.903;-5.835;0.297770;3.358302;134.47;*;*;
2813;J1848-1952;18:48:18.0;-19:52:31;14.772;-8.254;4.308190;0.232116;18.23;*;*;
2814;J1849+0001;18:49:22.5;+00:02:17.0;32.731;0.476;0.525650;1.902405;189.40;*;*;
2815;J1849+0002;18:49:22.5;+00:02:17.0;32.731;0.476;0.525651;1.902405;188.20;*;*;
2816;J1849+0009;18:49:42.6;+00:10:00.4;32.884;0.460;1.318431;0.758478;505.10;*;*;
2817;J1849+0010;18:49:42.6;+00:10:00.4;32.884;0.460;1.318431;0.758478;505.10;*;*;
2818;J1849+0016_P;18:49:57;+00:16;33.000;0.453;0.001810;552.486188;271.40;*;*;
2819;J1849+0034_P;18:49:22;+00:34;33.200;0.719;1.105450;0.904609;487.10;*;*;
2820;J1849+0037_P;18:49:28;+00:37;33.256;0.720;0.396490;2.522132;611.50;*;*;
2821;J1849+0106;18:49:55.4;+01:06:22.6;33.744;0.841;1.832259;0.545774;216.80;*;*;
2822;J1849+0127;18:49:44.1;+01:27:23;34.034;1.043;0.542155;1.844489;203.30;*;*;
2823;J1849+0225_P;18:49:15;+02:25;34.834;1.588;1.474520;0.678187;259.90;*;*;
2824;J1849+0304_P;18:49:32;+03:04;35.445;1.821;0.001790;558.659218;146.70;*;*;
2825;J1849+0329_P;18:49:04;+03:29;35.763;2.114;0.004501;222.172850;152.10;*;*;
2826;J1849+0339_P;18:49:55;+03:39;36.008;2.001;1.666720;0.599981;350.00;*;*;
2827;J1849+0340_P;18:49:54;+03:40;36.021;2.013;1.666720;0.599981;349.50;*;*;
2828;J1849+0409;18:49:03.4;+04:09:42.3;36.367;2.425;0.761194;1.313725;63.70;*;*;
2829;J1849+0430;18:49:40.4;+04:30:36.8;36.748;2.446;0.421126;2.374587;189.00;*;*;
2830;J1849+0619_P;18:49:35;+06:19;38.349;3.286;2.011230;0.497208;110.50;*;*;
2831;J1849+0623_P;18:49:50;+06:23;38.437;3.261;0.014587;68.554192;129.40;*;*;
2832;J1849+0749_P;18:49:08;+07:49;39.639;4.065;1.821058;0.549131;166.60;*;*;
2833;J1849+0754_P;18:49:20;+07:54;39.736;4.058;0.966271;1.034906;117.00;*;*;
2834;J1849+1001;18:49:00.7;+10:01:01.0;41.596;5.082;0.035189;28.417723;79.56;DD;*;
2835;J1849+1043_P;18:49:52;+10:43;42.319;5.209;0.971398;1.029444;134.20;*;*;
2836;J1849+2423;18:49:34.6;+24:23:45.9;54.731;11.240;0.275641;3.627907;62.27;*;*;
2837;J1849+2559;18:49:47.5;+25:59:57.6;56.238;11.866;0.519263;1.925806;75.00;*;*;
2838;J1849-0001;18:49:01.6;-00:01:17.4;32.638;0.527;0.038523;25.958797;*;*;XRS:XMMU_J184901.6-000117,GRS:IGR_18490-;
2839;J1849-0003_P;18:49:58;-00:03;32.720;0.305;*;*;154.00;*;*;
2840;J1849-0013;18:49:26.9;-00:13:46.8;32.501;0.338;0.491754;2.033537;343.60;*;*;
2841;J1849-0014;18:49:26.9;-00:13:46.8;32.501;0.338;0.491754;2.033537;346.50;*;*;
2842;J1849-0019_P;18:49:15;-00:19;32.401;0.342;0.911370;1.097249;513.20;*;*;
2843;J1849-0040;18:49:10.2;-00:40:20;32.075;0.198;0.672481;1.487032;1282.90;*;*;
2844;J1849-0145_P;18:49:20;-01:45;31.135;-0.330;0.674167;1.483312;682.50;*;*;
2845;J1849-0200_P;18:49:59;-02:00;30.986;-0.588;0.326773;3.060228;883.00;*;*;
2846;J1849-0317;18:49:57.8;-03:17:32.5;29.834;-1.173;0.668422;1.496060;39.03;*;*;
2847;J1849-0614;18:49:45.2;-06:14:32.1;27.182;-2.469;0.953417;1.048859;118.37;*;*;
2848;J1849-0636;18:49:06.4;-06:37:06.9;26.773;-2.497;1.451362;0.689008;147.83;*;*;
2849;J1850+0011_P;18:50:03;+00:11;32.937;0.392;0.167540;5.968724;506.50;*;*;
2850;J1850+0026;18:50:45.1;+00:26:25.4;33.246;0.353;1.081844;0.924348;201.40;*;*;
2851;J1850+0124;18:50:01.0;+01:24:34.6;34.025;0.959;0.003560;280.917517;118.88;ELL1;*;
2852;J1850+0242;18:50:41.6;+02:42:57.4;35.265;1.403;0.004480;223.221060;540.07;ELL1;*;
2853;J1850+0423;18:50:23.4;+04:23:09.2;36.718;2.231;0.290716;3.439781;265.80;*;*;
2854;J1850+0707_P;18:50:57;+07:07;39.217;3.346;0.033927;29.475049;160.80;*;*;
2855;J1850+0724_P;18:50:52;+07:24;39.461;3.493;0.468892;2.132687;117.80;*;*;
2856;J1850+0824_P;18:50:29;+08:24;40.312;4.030;1.013163;0.987008;74.10;*;*;
2857;J1850+0845_P;18:50:58;+08:45;40.679;4.081;0.048315;20.697506;201.10;*;*;
2858;J1850+0956_P;18:50:26;+09:56;41.679;4.732;0.003243;308.356460;99.70;*;*;
2859;J1850+1335;18:50:35.4;+13:35:58.3;44.990;6.339;0.345583;2.893660;60.20;*;*;
2860;J1850+15;18:50:09;+15:32;46.688;7.292;1.383965;0.722562;21.10;*;*;
2861;J1850-0002;18:50:02.3;-00:02:09.7;32.740;0.295;0.893355;1.119375;537.00;*;*;
2862;J1850-0004_P;18:50:05;-00:04;32.718;0.271;*;*;154.00;*;*;
2863;J1850-0006;18:50:47.9;-00:06:26.1;32.764;0.093;2.191498;0.456309;630.00;*;SNR:G32.45+0.1(?);
2864;J1850-0020;18:50:01.6;-00:20:37.2;32.465;0.157;1.574737;0.635027;598.00;*;*;
2865;J1850-0026;18:50:14.7;-00:26:11.6;32.407;0.066;0.166634;6.001179;947.00;*;*;
2866;J1850-0031;18:50:33.3;-00:31:09;32.369;-0.041;0.734185;1.362055;895.00;*;*;
2867;J1850-0050_P;18:50:27;-00:50;32.078;-0.160;0.221520;4.514265;1060.00;*;*;
2868;J1851+00;18:51:02;+00:10;33.034;0.166;0.022847;43.770068;107.60;*;*;
2869;J1851+0037_P;18:51:44;+00:37;33.514;0.215;2.523730;0.396239;424.00;*;*;
2870;J1851+0051_P;18:51:39;+00:51;33.713;0.340;4.027380;0.248300;574.50;*;*;
2871;J1851+0056_P;18:51:27;+00:56;33.764;0.423;0.291100;3.435246;332.30;*;*;
2872;J1851+0118;18:51:52.1;+01:18:59;34.153;0.504;0.906977;1.102564;420.40;*;*;
2873;J1851+0233;18:51:09.1;+02:33:46.4;35.181;1.232;0.344018;2.906822;606.00;*;*;
2874;J1851+0241;18:51:20.3;+02:41:20.0;35.314;1.248;4.491318;0.222652;524.30;*;*;
2875;J1851+0347_P;18:51:57;+03:47;36.358;1.610;2.141450;0.466973;439.60;*;*;
2876;J1851+0418;18:51:03.2;+04:18:12.0;36.720;2.046;0.284698;3.512489;115.54;*;*;
2877;J1851+0501_P;18:51:47;+05:00;37.423;2.201;2.327380;0.429668;341.30;*;*;
2878;J1851+0843_P;18:51:18;+08:43;40.687;3.993;0.288914;3.461238;246.30;*;*;
2879;J1851+10;18:51:32;+10:00;41.861;4.521;0.867862;1.152258;188.70;*;*;
2880;J1851+1021_P;18:51:34;+10:21;42.178;4.671;0.867860;1.152260;191.20;*;*;
2881;J1851+1259;18:51:13.2;+12:59:35.2;44.513;5.932;1.205313;0.829660;70.63;*;*;
2882;J1851-0014_P;18:51:50;-00:14;32.769;-0.194;0.162130;6.167890;319.80;*;*;
2883;J1851-0029;18:51:55.0;-00:29:57.9;32.542;-0.334;0.518724;1.927809;521.06;*;*;
2884;J1851-0053;18:51:03.2;-00:53:07.2;32.100;-0.318;1.409066;0.709690;24.42;*;*;
2885;J1851-0108_P;18:51:10;-01:08;31.892;-0.456;0.087080;11.483693;669.60;*;*;
2886;J1851-0114;18:51:16.4;-01:14:13.4;31.812;-0.527;0.953182;1.049118;427.20;*;*;
2887;J1851-0241;18:51:15.2;-02:41:31;30.515;-1.186;0.435194;2.297827;515.00;*;*;
2888;J1851-0633;18:51:41.6;-06:33:48.4;27.114;-3.044;1.920302;0.520751;229.10;*;*;
2889;J1852+0008;18:52:42.8;+00:08:09.6;33.198;-0.222;0.467894;2.137236;254.90;*;*;
2890;J1852+0013;18:52:41.7;+00:13:57.1;33.282;-0.174;0.957751;1.044113;545.00;*;*;
2891;J1852+0018;18:52:26.7;+00:18:42.4;33.324;-0.082;0.318763;3.137129;452.90;*;*;
2892;J1852+0031;18:52:27.4;+00:32:02;33.523;0.017;2.180195;0.458675;787.00;*;*;
2893;J1852+0033;18:52:46.6;+00:33:20.9;33.579;-0.044;11.558713;0.086515;*;*;XRS:3XMM_J185246.6+003317;
2894;J1852+0040;18:52:38.5;+00:40:19.8;33.667;0.038;0.104913;9.531743;*;*;SNR:G33.6+0.1(Kes79),XRS:CXOU_J185238.6+;
2895;J1852+0056_P;18:52:14;+00:57;33.868;0.256;1.177793;0.849046;893.40;*;*;
2896;J1852+0158_P;18:52:43;+01:58;34.828;0.612;0.185730;5.384160;607.50;*;*;
2897;J1852+0305;18:52:32.6;+03:05:05;35.804;1.160;1.326149;0.754063;320.00;*;*;
2898;J1852+0309_P;18:52:10;+03:09;35.819;1.274;0.005580;179.211470;358.00;*;*;
2899;J1852+0421_P;18:52:04;+04:21;36.876;1.842;3.160916;0.316364;294.30;*;*;
2900;J1852+0857_P;18:52:39;+08:58;41.061;3.808;3.772076;0.265106;86.20;*;*;
2901;J1852+1200;18:52:58;+12:00;43.813;5.106;0.003866;258.687554;68.05;*;*;
2902;J1852-0000;18:52:40.1;-00:00:26.3;33.066;-0.277;1.920686;0.520647;593.10;*;*;
2903;J1852-0002_P;18:52:10;-00:02;32.985;-0.177;0.245100;4.079967;558.10;*;*;
2904;J1852-0024;18:52:14.1;-00:24:17.6;32.662;-0.362;0.355429;2.813501;292.31;*;*;
2905;J1852-0033;18:52:26.5;-00:33:39.7;32.547;-0.479;1.369012;0.730454;321.60;*;*;
2906;J1852-0039;18:52:13.1;-00:39:44.8;32.431;-0.476;0.802905;1.245477;354.00;*;*;
2907;J1852-0044_P;18:52:28;-00:44;32.397;-0.563;0.002412;414.610888;272.70;*;*;
2908;J1852-0055_P;18:52:18;-00:53;32.244;-0.595;0.164029;6.096498;211.20;*;*;
2909;J1852-0111_P;18:52:24;-01:11;31.988;-0.754;1.902100;0.525735;457.10;*;*;
2910;J1852-0118;18:52:17.1;-01:18:14.9;31.868;-0.783;0.451473;2.214974;285.55;*;*;
2911;J1852-0127;18:52:03.6;-01:27:25.4;31.706;-0.803;0.428980;2.331110;431.00;*;*;
2912;J1852-0635;18:52:57.4;-06:36:01.1;27.224;-3.341;0.524159;1.907818;173.58;*;*;
2913;J1852-0834_P;18:52:17;-08:34;25.391;-4.081;0.249315;4.010990;190.10;*;*;
2914;J1852-0947;18:52:02.2;-09:47:35;24.265;-4.580;3.019694;0.331159;239.30;*;*;
2915;J1852-1310;18:52:19.2;-13:10:01;21.267;-6.154;0.004315;231.768195;44.96;*;GRS:4FGL_J1852.2-1309[aab+22];
2916;J1852-2610;18:52:59.4;-26:10:12.7;9.458;-11.918;0.336337;2.973207;56.80;*;*;
2917;J1853+0009;18:53:39;+00:08;33.303;-0.431;0.033395;29.944547;192.40;*;*;
2918;J1853+0011;18:53:29.9;+00:11:30.6;33.338;-0.371;0.397889;2.513261;568.80;*;*;
2919;J1853+0013;18:53:52.5;+00:14:12.8;33.421;-0.434;0.928596;1.076895;309.60;*;*;
2920;J1853+0014;18:53:52.5;+00:14:12.8;33.421;-0.434;0.928596;1.076895;309.60;*;*;
2921;J1853+0021;18:53:07.7;+00:21:31.2;33.444;-0.213;0.576939;1.733285;205.60;*;*;
2922;J1853+0023;18:53:07.7;+00:21:31.2;33.444;-0.213;0.576939;1.733285;206.60;*;*;
2923;J1853+0029;18:53:17.7;+00:29:22.1;33.579;-0.190;1.876758;0.532834;226.70;*;*;
2924;J1853+0056;18:53:32.6;+00:56:59;34.017;-0.036;0.275578;3.628742;180.90;*;*;
2925;J1853+0209_P;18:53:06;+02:09;35.035;0.611;*;*;350.00;*;*;
2926;J1853+0237_P;18:53:57;+02:37;35.547;0.634;0.427390;2.339783;715.00;*;*;
2927;J1853+0259;18:53:14.9;+02:59:47.9;35.806;0.963;0.585553;1.707788;290.20;*;*;
2928;J1853+0312_P;18:53:14;+03:12;35.985;1.060;0.438090;2.282636;345.00;*;*;
